name,radial_med,radial_p90,yaw_deg,in_bench50,keep_top50,keep_top25
Acanthostichus_aff.brevicornis_CASENT0744327_processed.obj,0.1554174137592385,0.2844764729465495,0.8616681829203238,False,True,True
Pseudomyrmex_cf.solis_CASENT0744065_processed.obj,0.1555043426587077,0.2803811846358398,0.1366242132640319,True,True,True
Labidus_praedator_CASENT0744236_processed.obj,0.1560153549400113,0.3424682864412855,5.258285009194972,True,True,True
Acropyga_butteli_CASENT0878079_processed.obj,0.1565094213235206,0.3587515252833175,2.1545858117842056,False,True,True
Pseudomyrmex_termitarius_CASENT0744247_processed.obj,0.1567111352569872,0.2812794973693011,0.504840983328711,False,True,True
Dorylus_fulvus_CASENT0745670_processed.obj,0.1570071342377942,0.3121726350528265,1.6341551054160917,False,True,True
Leptogenys_intermedia_CASENT0744955_processed.obj,0.1570519199361866,0.424210781936568,0.3880616034784883,False,True,True
Dorylus_fulvus_CASENT0745677_processed.obj,0.1574971584769353,0.2295120006502286,0.0409459565155711,False,True,True
Neivamyrmex_cf.diana_CASENT0744107_processed.obj,0.1580848875152729,0.4546966924388697,2.9872565407249434,False,True,True
Nomamyrmex_esenbeckii_CASENT0744586_processed.obj,0.1585500932833026,0.2513018327161641,0.2399503383496041,False,True,True
Megaponera_analis_CASENT0744960_processed.obj,0.158757278887803,0.2731641874322064,7.7799132768595936,False,True,True
Cerapachys_sulcinodis_CASENT0745635_processed.obj,0.1589747909488736,0.2780520582707403,0.1247500184423133,False,True,True
Dolichoderus_sibiricus_OKENT0105316_processed.obj,0.1591189516314982,0.2693869082447316,1.1572787066014778,False,True,True
Myrmelachista_nodigera_CASENT0709257_processed.obj,0.1597107040311346,0.2546806400191209,0.4212042396701743,False,True,True
Poneracantha_triangularis_CASENT0744645_processed.obj,0.1600581494930463,0.2603905900255619,5.206034741853946,False,True,True
Pheidole_megacephala_CASENT0744846_processed.obj,0.1601460631042865,0.3021702807718606,2.080137051922564,False,True,True
Typhlomyrmex_rogenhoferi_CASENT0744314_processed.obj,0.1610946487666514,0.2720791567183842,0.1283444399171358,False,True,True
Temnothorax_crassispinus_CASENT0745822_processed.obj,0.1612815306354769,0.2831561936158959,1.4922408893315202,False,True,True
Strumigenys_minutula_OKENT0105207_processed.obj,0.1615760030466493,0.3821577782568556,0.6503597387987903,False,True,True
Temnothorax_OK01_OKENT0105230_processed.obj,0.1623466235569938,0.3635263743772743,0.5760686632900398,False,True,True
Camponotus_vestitus_strophiatus_CASENT0744750_processed.obj,0.1624983995729979,0.2388369753371905,1.9278077657115684,False,True,True
Parasyscia_sp._CASENT0878063_processed.obj,0.1626014310536334,0.2405976624545804,0.6742279168271341,False,True,True
Dorylus_fulvus_CASENT0745674_processed.obj,0.1634978609991252,0.3030485928870967,0.6820985456273299,False,True,True
Colobopsis_shohki_OKENT0105043_processed.obj,0.1635816462390876,0.2530139894911306,0.627996322871839,False,True,True
Eciton_hamatum_CASENT0744580_processed.obj,0.1636794496755853,0.2910535385396711,0.899178774155638,True,True,True
Procryptocerus_hirsutus_CASENT0744064_processed.obj,0.1639544729731344,0.2747100317034875,2.1686276601175907,False,True,True
Euprenolepis_cf.wittei_CASENT0878049_processed.obj,0.1647153412148086,0.3114421295245629,2.8986096362532567,False,True,True
Streblognathus_peetersi_CASENT0744989_processed.obj,0.1648812837118221,0.2818184043950232,0.5774826824032043,False,True,True
Mycetagroicus_inflatus_CASENT0745121_processed.obj,0.1649830352959188,0.3258929615223389,1.451704986367927,False,True,True
Crematogaster_evallans_CASENT0744252_processed.obj,0.1653293134055943,0.2566014409989435,0.933962324638344,False,True,True
Leptogenys_cf.binghamii_CASENT0877639_processed.obj,0.1655626738026321,0.3237101952335364,0.9366051196861938,False,True,True
Strumigenys_kumadori_OKENT0105284_processed.obj,0.1657073185003814,0.3446571432111557,0.3924245557292169,False,True,True
Odontomachus_bauri_CASENT0878072_processed.obj,0.1661259995379351,0.2783676846447584,1.8240621859958888,False,True,True
Anochetus_horridus_CASENT0744281_processed.obj,0.1662354603015899,0.3701298385901472,4.587235585056441,False,True,True
Leptogenys_gaigei_CASENT0878114_processed.obj,0.1663250771402346,0.4145813901791634,0.6935423720251979,False,True,True
Dorylus_fulvus_CASENT0745675_processed.obj,0.1669829769334854,0.2797927214874797,0.2444527623782766,False,True,True
Temnothorax_affinis_CASENT0745855_processed.obj,0.1670360179244553,0.2661762820184065,0.5573172712389407,False,True,True
Hypoponera_sp._CASENT0744201_processed.obj,0.1673453071314588,0.4367121128480968,0.5928056024526733,False,True,True
Tetramorium_tsushimae_OKENT0105377_processed.obj,0.1675527952747948,0.2840193913641464,0.3395621527340969,False,True,True
Neoponera_commutata_CASENT0744610_processed.obj,0.1677975567233452,0.2993706352972303,4.392792372108508,False,True,True
Microdaceton_tibialis_CASENT0745552_processed.obj,0.1681253706977688,0.3601916867195447,1.3842457530712242,False,True,True
Lasius_fuliginosus_CASENT0745541_processed.obj,0.1685521347232622,0.2667238817615515,3.503964627692225,False,True,True
Tetramorium_weitzeckeri_CASENT0744903_processed.obj,0.1691939306752652,0.390044061419375,1.4082095405370292,False,True,True
Acanthostichus_aff.brevicornis_CASENT0744328_processed.obj,0.169298445908847,0.2919518201342334,0.2661365431673974,True,True,True
Leptogenys_birmana_CASENT0741330_processed.obj,0.1692994217206423,0.2825812089023183,1.1231360034675384,False,True,True
Polyergus_rufescens_CASENT0745190_processed.obj,0.1701687482745634,0.3985378510447979,0.4793928104569842,False,True,True
Leptogenys_intermedia_CASENT0744954_processed.obj,0.170217276565065,0.394534529207862,8.492408537732244,False,True,True
Solenopsis_invicta_CASENT0744090_processed.obj,0.1703640180986815,0.3448210916036165,1.3879694130161788,False,True,True
Neivamyrmex_cf.hetschkoi_CASENT0744506_processed.obj,0.1706274707363256,0.333208342229541,0.252136116623426,False,True,True
Cephalotes_pusillus_CASENT0744050_processed.obj,0.1712279637223884,0.2736503639385343,0.9157816067657494,False,True,True
Polyrhachis_illaudata_CASENT0877572_processed.obj,0.1713247557434219,0.2829659183304795,1.0049795571493434,False,True,True
Formica_cf.fusca_CASENT0878143_processed.obj,0.1720483406619802,0.3272859820000411,1.1520047159067148,False,True,True
Probolomyrmex_sp._CASENT0744992_processed.obj,0.1721302866076039,0.3102757586086379,0.1070218346723827,False,True,True
Strongylognathus_testaceus_CASENT0745197_processed.obj,0.1724175463213773,0.3328224342708549,0.623630190269967,False,True,True
Acropyga_sauteri_CASENT0878081_processed.obj,0.1737328162283612,0.3130918971018558,1.3450974193928924,False,True,True
